Reviewer,Rating (1-5),Ulasan
Ariantanto Eko Harnoko,5,"Hotel Bumi Surabay, menjadi salah satu pilihan venue untuk event MICE atau untuk staycation. Hotel ini memiliki meeting room yang cukup lengkap dan juga kamar yang cukup banyak. Yang paling saya suka dari Hotel ini adalah suasana restorannya yang memiliki area outdoor yang luas, sejuk dan teduh. Menyenangkan."
Aditya Yudistira,4,"Lokasi sangat strategis, pelayanan staff ramah, kamar nyaman dan sarapan bervariasi,  Minusnya bathtub di kamar 0957 pada tanggal 29 februari 2024 sepertinya bocor"
Nounite Thing's,5,"Pelayanannya bagus. Proses checkin-chekcout cepat. Breakfast buffetnya enak2 juga, macam2 variannya. Untuk kamar kurang di maintenance. Kayu2 di tempat lemari dan bawah wastafel sudah lapuk. Pencahayaan dalam kamar kurang terang. Hairdyernya masih model lama. Itu aja sih..selebihnya bagus semua. Kamar luas dan wangi, bersih, spreinya bersih, air panasnya cepet keluarnya, belum request minta dibersihkan kamarnya eh udah dibersihin duluan sama housekeepernya👍."
Nellyana Hartono,5,Pelayanan baik. Fasilitas sesuai rate Tiap jam 6sore bakery diskon Hotel lama yang sangat terawat & mampu bersaing dg pemain baru jaman ini 👍
Fatika ayu sari,4,Enjoy & happy bgt wlo tarif lumayan ...cocok utk healing krn suasananya bikin syahdu
Koperasi Karyawan Pangansari Utama,4,"Hotel dg interior tradisional indonesia,crew hotel sopan,makan pagi sangat enak,lengkap (indonesia dan asia/barat),lokasi pusat kota Surabaya, saya kalo ke Sby pasti menyempatkan menginap disini"
Naytasemarang210494@gmail.com Nayta,5,"Over all keren banget, fasilitas nya lengkap, kamarnya bagus luas, view nya kota gedung, breakfast lengkap & sangat banyak varian, rasa juga enak2, saya paling suka dessertnya yg pudding kopi berasa kopi asli & lembut bngt, pool jg sangat luas cocok untuk olahraga dan jg ada yg khusu anak plus ada jacuzzi air hangat, bisa pinjam handuk yaa.. Hanya saja jika sedang ramai handuk nya terbatas maksimal hanya bs pinjam 1"
Hartono Prawiro,4,"Ini merupakan kunjungan kedua saya setelah 2019. Kamar mulai terlihat agak tidak terawat, lapisan resin di bathtub mulai mengelupas, dan ada noda kotor di kloset. Namun keunggulan hotel ini adalah suasananya yg nyaman, tenang dan hijau, dan pelayanan staff yg ramah dan atentif.  Lokasi strategis di tengah kota juga nilai plus. Good value jika rate yg ditawarkan masih tetap agak rendah."
Karlina Rinda P,4,"lokasinya strategis, deket ke mall, banyak kuliner disekitarnya. fasilitasnya lengkap, kolam cukup luas. kamarnya ternyata tidak seluas yang saya harapkan tapi masih standar bintang 5. yang kurang oke menurut saya breakfastnya, kurang banyak pilihannya dan biasa aja. cocok banget buat staycation sih, tempatnya luas, kalo pagi bisa jalan2. depositnya disini 500rb, terlalu banyak menurut saya. mantabs 😊👍🏼😊👍🏼😊👍🏼😊"
Richard Harsono,5,"Tempatnya bagus, hotelnya besar, mewah, bersih, outdoor rindang banyak pohon, harganya murah, lokasi strategis tengah kota... Very Recomended Hotel in Surabaya"
Bilqis Jaya Official,2,"Untuk hotel bagus dan nyaman kamarnya cuma ada beberapa yang bikin kami kecewa.  1. Staff Pelayanan yang di kolam renang sangat tidak ramah dan tidak punya attitude sama sekali 2. Kursi kamar rusak, pintar sekali mereka menutupi kekurangan mereka 3. Staffnya imbal²an kesalahan padahal kami baru pertama kali ke sini tapi perlakuannya ga enak sama sekali dan buruk banget.  Harga segitu dengan pelayanan yang buruk ga cocok"
Bramasta Hartono,5,"Affordable untuk sekelas 5 star. Tentu tidak se modern hotel hotel 5 star baru, tapi masih sangat memadai. Lokasi strategis ditengah kota,kolam renang air hangat, parkir luas"
Pabrik Bubblewrap,4,"Hotel bintang lima bumi surabaya, yang ada ditengah kota Surabaya. Hotel cocok bagi keluarga yang ingin berlibur ke jawa timur khususnya surabaya. Dengan lahan luas dengan tanaman/pepohonan. Lengkap fasilitas kolam renang, sauna, bathub, dan internet. Ruang meeting, ballroom sampai resto atau kedai kopi yang terjangkau juga disediakan. Bagi yang suka travelling menggunakan kendaraan bermotor, lahan parkir sangat luas dan tertata rapi layaknya mall."
Ashri Agung Nugroho,4,"Saya harapkan agar setiap komplain segera ditanggapi dan tidak perlu diingatkan sampai 2x atau 3x seperti tadi pagi ada gelas pecah di dalam kamar mandi, saya minta tolong ke reception untuk dibersihkan. Tetapi tidak ada yg datang sampai jam 12 check out. Pada akhirnya saya sekeluarga tidak mandi karena takut menginjak serpihan beling. Untuk layanan lainnya bagus dan juga makanannya."
Samsul Arifin,4,Tempat menginap yang menyenangkan dengan suasana yang nyaman di pusat kota Surabaya dan area yang sejuk dikelilingi taman yang indah dan juga gedung perkantoran dengan pelayanan yang terbaik serta lokasi yang strategis di pinggir jalan raya yang mudah dijangkau
oir yunita,5,Waktu kemarin acara buka bersama pelayanan bener bener bagus Makanannya lengkap dan lumayan menurut lidah ku sesuai dengan harga sih
Reza Nurwansyah,4,"Salah satu hotel bintang 5 di kota Surabaya. Lokasinya sangat strategis karena berada di salah satu jalan protokol di kota Surabaya. Pelayanan dan staffnya sangat ramah dan baik murah senyum. Lobbynya juga wangi banget. Kamarnya sangat luas dan nyaman. Fasilitas lengkap, bathub, shower, amenities, kamarnya juga nyaman dan tenang. Sarapan juga enak dan cukup bervariatif menunya. Overall puas staycation disini."
Daniel Manabung,5,"Hotel yg mewah, nyaman, tenang dgn hrg msh sesuai dgn layanan nya"
Resa Rasyidah,5,"Nyaman, bersih. Karena pandemi dan weekdays jadinya ga terlalu ramai. Kolam renang ada jadwalnya. Tapi pas kami kesana kebetulan sepi bgt... Berasa rumah sendiri... 🤭  Yg kurang mungkin makanannya. Breakfast ga banyak pilihan... Ga seenak dulu.."
mufahir 69,4,"Hotel bagus. Staff sangat friendly. Menu sarapan pagi byk dan sedap2 belaka. Menu mkn mlm, ala2 pasar mlm, keseluruhan mknan sedap. Pintu tandas sliding door x blh kunci dari dlm. Toilet je x best."
Rudi Janto,5,"Sy suka dgn suasana hotelnya , dan pelayanan baik dan ramah, cuma satu yg sy sayangkan , knp di kamar mandi tidak ada Gun spray. Cuma itu aja. Ok mksh..."
Kucing Kitty,5,"Menginap disini ,hotel lama ditengah kota tapi tetap terawat dan asri .. Kamar over all good ya ..terawat dan baik ,kelengkapan kamar mandi dan sandal jg tersedia ,ada jubah mandi dan hairdryer juga menu breakfast  ,,Ada bubur ayam ,soto,nasi goreng,sereal ,susu dan pelengkap lainya .rasa lumayan oke ..suasanany oke.. over all good ,cocok buat healling sejenak dr pemandangan kota hehe"
dr Dendhy Riskiawan Official,5,"Hotel jadul tapi masih sangat terawat, tidak bau apek, kamar yg luas, kmr mandi luas juga, enak buat org gemuk sprti saya"
Jofanda Fale,5,"Lokasi sangat strategis, layanan sangat baik, suasananya klasik jawa yang otentik. Sangat luas dan comfort"
Eka Budi (Ex),5,"Pengalaman saya bermalam disini cukup oke, meningat hotel ini sudah berusia lebih dari 3 dekade , dari pelayanan yang ramah, parkiran yang luas, kamar yang luas dan suasana yang nyaman. Dan breakfast yang sangat lengkap dan enak, namun sayangnya kamar kurang bersih sedikit, masih ada debu di end table nya, keseluruhan oke, pasti kembali lagi"
jenny puspita,4,"Kita stay di Classic Room, dan plusnya semua kamar di sini dapat city view cantik + bathtub di kamar mandi! Kamarnya luas & nyaman.  Untuk restonya favoritku dari lama. Indoor dengan vibes tradisional jawa yang cozy & outdoor yang sejuk dan asri 🌱🌴. Dinnernya pun ga usah di ragukan lagi! 👌🏻  Fasilitas di sini lengkap dan bikin happy ! Ada kolam renang yang luas, jacuzzi air hangat, gym, lapangan tenis, spa, sauna, & whirlpool."
Donny W,5,Hotel yg super duper nyaman dengan pelayanan yg sangat ramah dan menyenangkan. Makanan di restonya sangat enak dan beragam. Dengan suasana outdoor yg banyak pohonnya bikin sejuk dan adem banget. Team restonya juga sangat ramah dan well trained.....Very nice experience.... 👍👍
Mamaracing,5,"Buffet buka puasa nya recommended banget. Thanks to chefs and kitchen crew buat ragam hidangan yang buanyak, mulai dari appetizer sampai dessert semuanya enak. Team service crew nya juga helpful & ramah2"
apriditadwis,5,"Masih tersisa kemewahan hotel ini, megah, luxury, luas, hijau, sejuk, dll. Pelayanan ramah mulai dr lobby sampai check in. Kedua kali menginap disini. Kamar yang kedap membuat tidur berkualitas. Kamar mandi luas dengan bathub. Sarapan pagi yang banyak pilihan dan enak. Akhir pekan yang relaksasi."
Isa Mardiana,5,"Lokasi hotel di tengah kota mau cari apa aja jd gampang. Cuma sekilo kalau mau ke TP. Lmyn penting krn kami bawa 3 anak kemana lg klo sdg bosen kalo ga ke mall. Kami dapat kamar yg menghadap ke arah Tunjungan Plaza, kamarnya luas, pelayanan baik skali, staf nya ramah dan cepat responnya kalau kami butuh bantuan. Cma yg agak kurang kami dpt kasur yg umurnya agak lama jd sdh agak celong, tp ga bgtu masalah."
Himawan Alfan,5,Semua layak bintang 5.. Namun belum coba menu² sarapan keburu giat meeting
Papa Dapot,4,"Staff hotel sangat ramah. Tag Line nya :""Dengan Senang Hati"" Letak hotel di tengah kota surabaya dekat dengan Tunjungan Plaza. Harga sesuai. Kamar cukup luas.. Interior ruangan gaya tahun 90an akhir Hotel ini dulunya adalah Bumi Hyatt. Resto terdiri dari dalam ruangan dan luar ruangan. Ada ice cream.. Buah2an macam macam kue. Jenis makanan juga beragam mulai dari bubur ayam.. Mie goreng.. Nasi goreng. Dll. Mantabb patut dicoba"
Y4Z4N 4LK4T1R1,3,"Mengingat di hotel ini untuk kesekian kalinya Makanan kurang tidak sesuai hotel bintang 5, kurang variasi makanan, Ac dikamar di aetting 24 derajat dan tidak bisa kami seting atau menurunkan suhu, setelah di seting ke 20 ac tetap kurang dingin Yg lebih parah ada kecoa kecil dikamar Kamar luas dan nyaman"
stefanus aditya,5,"Hotel bangunan lama, tapi sangat bersih dan terawat, serasa tahun 90 an. Profesional untuk all karyawan, ramah dan sopan. Menu breakfast juga banyak sekali dan enak² dan bisa dinikmati dioutdoor dengan konsep yang ok, fasilitas komplit ada bath tub, kolam renang, gym, lapangan tenis dan ada kolam air mancur yang jadi objek buat foto². Overall ok dan tenang untuk istirahat. Oya lokasi dipusat kota, mau ke mall TP dekat, mau kuliner juga dekat"
sita ahmad,4,"Deket tempat sarapan bau sampah yg sangat tajam..menu sarapan kayak bubur ayam ,telurnya kayak sudah telur lama...kurang variatif utk hotel sekelas ini..kamarnya dih bagus..nyaman..."
Ikhwan Fadlirahman,5,"+ lokasi premium, sangat strategis di pusat kota Surabaya, kamar luas dan cukup bersih, suasana hijau di taman karena banyak tanaman perindang, staf cekatan dalam melayani permintaan  - hospitality dari staf tidak merata, ada yang sangat ramah, ada yang kurang ramah. mekanisme deposit dana sudah ketinggalan zaman dan ditinggalkan sebagian besar hotel berbintang ternama, tapi ternyata masih diterapkan disini"
Nikmatus Solicha,1,"Mulai dr kedatangan. 1. Saya dtg dengan suami dan 2 anak balita saya. Barang bawaan yg lumayan banyak, security hanya melihat tanpa membantu utk membawakan tidak spt HOTEL BINTANG 5 PADA UMUMNYA. 2. Baru kali ini cek in dimintain deposito senilai 500.000 (sepanjang sy bermalam di hotel manapun tidak pernah dimintai deposito). Sungguh ribet sekali. 3. HOUSEKEEPING MASUK KAMAR TANPA IJIN DISAAT KAMI BERENANG. SANGAT TIDAK SOPAN. APA PIHAK HOTEL TANGGUNGJAWAB JIKA ADA BARANG KAMI YG HILANG NANTINYA? 4. Furnitur banyak yg rusak. 5. Makanan biasa aja, gak ada yg istimewa, dan ga berkelas juga. Dari sekian departemen HANYA pelayanan dari Restaurant yg bagus , khususnya kpd bapak Nyoman yg menyambut kami dgn hangat. Saya ga hanya sekali staycation di hotel berbintang, baru kali ini saya merasa tidak puas. NOT RECOMMENDATION!"
sanubari ku,5,"Hotel ini bagi saya legend dan ada kenangan krn taun 98 pernah training di bagian laundry nya (dulu hyatt regency sby). Dulu seinget ku gedung nya ada main wing dan tower. Dan kali ini stay di tower nya. Proses check in jam 14.00 cepet gk pake lama krn memang kondisi gk bgt rame. Depo 500k. Lgsg dpt kunci 2. Menuju lift tercium aroma terapi yg bikin mood naik. Masuk kamar kondisi sdh dingin. Dpt amenities lengkap. Hairdryer. Sayang handuk cmn dpt  2. Request smoking room dpt nya yg non. Alhasil kalo smoking hrs turun dulu. Pegawai semua nya ramah puol. Setiap ketemu selalu S3 senyum salam sapa. Lanjut review ke breakfast. Varian menu nya melimpah. Soal rasa menurut ku sih lumayan enak kok. Pool, air nya bening tidak pedih di mata. Kolam air hangat nya menurut ku bukan hangat tp panas (37 derajat c) tapi bener2 mantab. Sebelum check out mampir di delicatesen. Nyobain serabi solo nya. Dengan harga 18k rasa nya cukup enak bagi saya sampek nambah 2x. Proses check out lancar gak pake lama. Dan gak lupa minta kunci kamar buat kenang2 an dan di acc sama mbak receptionist nya."
Trip.com Member,5,"Lokasi hotel mudah dijangkau dan trategis, pelayanan memuaskan serta fasilitas yang memadai, resepsionis ready 24 jamKamar luas, bersih, dan nyaman dengan pemandangan kota surabayaTerdapat restoran yang menyajikan breakfast dengan menu yang lezat"
Cecilia Lee,1,"Bintangnya saya rubah krn baru kali ini saya DIPERMALUKAN waktu staycation. Pagi hari pas breakfast, saya nyebutin no kamar dan ditolak oleh waiternya. Kaget donk wong saya blm pakai kok ditolak, tp waiter tetep ngotot tdk bisa. Ya udah saya inisiatif naik lg, ngecek bnr/tdknya no kamar saya sendiri dan gedor2 kamar adek siapa tau salah sebut no kamar saya, tyt mereka malah msh tdr blm breakfast. Saya turun lg blg klo bener no kamar saya itu, tp waiter tetep ngotot tdk mau tau pokoknya tdk bisa! Kok ya untung papa saya lewat blg, ""lho ini bener kok no kamarnya itu di sebelah kamar saya."" Baru saya dibolein masuk tp tdk ada yg minta maaf ke saya.  Usut pny usut tyt pihak waiter yg salah catat no kmr org lain. Knp tdk dicek lbh teliti sebelum mempermalukan saya! Saya sampai naik turun lift dan diperlakukan seolah2 seperti saya minta makan gratis. Bisa dicek a/n budiono wiharjo seberapa sering saya stay disana. Suami saya beritahu dan marah besar, tdk akan pernah balik kesana lagi!"
Teguh Wibawa Amarullah,5,"sangat suka staycation disini bersama keluarga. banyak playground untuk anak2. dan anak2 suka sekali makan di restoran arum manis karena lokasinya outdoor. dan tentu saja makanannya pun enak2. untuk kamar cukup bersih, walaupun kami sempat pindah kamar dikarenakan AC di kamar sebelumnya kurang dingin. tapi pelayanan dari hotel bumi sangat ramah dan sigap, sehingga hal tersebut tidak mengganggu bagi kami. terima Kasih."
ois_mr,3,Kali ini saya menyesal menginap memilih di bumi. Awalnya saya menginap 1 malam sudah zonk dan baiklah coba semalam lagi tetap sama zonk.||Kelebihan|+ kamar bersih|+ staff ramah & sangat membantu||Kekurangan|- kamar lampu ada yg rusak jd …
nalendra wisam,5,Sampe capek saya jawab sapaan orang hotelnya. Bener bener ramah banget. Makanannya terutama nasi gorengnya enaaaak...
Widayat,5,"1. Tempat yang luas dan cukup nyaman disini 2. Ruangan meeting bisa menampung banyak orang, desain bagus 3. Tersedia musholla dekat ruang meeting 4. Toilet cukup bersih 5. Makanan enak dan banyak pilihan"
Rena Kharisma,5,"Hotel dengan interior mewah di dalam gedungnya, meski di luar nampak tidak begitu estetik tapi sudah terlihat hijau dengan banyak dedaunan. Fasilitas di hotel ini sangat mumpuni dari mulai kamar, bed, bathroom, dan beberapa fasilitas kamar lainnya. Menu-menu di restorannya juga sangat enak dengan berbagai variasi. Untuk sarapan biasanya disediakan bubur ayam, gado-gado, sosis, nasi goreng, bihun goreng, omelette, sereal, waffle, pudding, dan masih banyak menu lainnya. Bisa memilih tempat makan indoor ataupun outdoor. Ketika customer mengucapkan “terima kasih” maka pegawai di sana akan membalas “dengan senang hati” suatu kebiasaan yang baik menurut saya. Kebersihan sangat luar biasa. Tersedia banyak pilihan hall untuk pertemuan, dari yang ruangan kecil hingga ball room. Lobby juga luas untuk menunggu. Ada beberapa perusahaan juga yang berkantor di hotel Bumi."
HUSIN GUNAWAN,5,"Fasilitas sangat ok, kekurangannya terutama dari kamar kami adalah AC menghadap tepat ke ranjang, kurang baik untuk orang yang tidak benar2 fit dan tahan dingin, terlebih bila menginap lebih dari semalam. Kekurangan kecil lain tidak ada meja khusus sekalipun kecil untuk membuat teh, kopi, meja kerja dan sofa agak standard... Offerall sangat valuable...."
Ririh Rum Prabawati,5,"Kamar luas, bagus, suasana asri, hanya lampu kamar kurang terang"
ibrahim gustaman,5,"Salah satu hotel paling berkelas dari jaman dulu di Surabaya. Sudah tidak perlu di ragukan lagi, hotel ini masih layak mendapatkan bintang 5. Pelayanan dan keramahan dari karyawan, rasa makanan di restorannya dan suasana di hotel yg rindang, tenang dan nyaman sehingga bisa membuat kita lupa kalau ini berada di tengah kota Surabaya. Dan semua itu layak mendapatkan bintang 5. Walaupun hotel ini terkesan hotel lama, tapi untuk kamar masih terawat dengan baik, tidak terasa hotel yg sudah berdiri sejak puluhan tahun yg lalu (sejak hotel Hyatt)."
